added,collx_id,category,number,name,team,year,brand,set,flags,condition,market_value,notes,front_image,back_image
8/10/2022,21462604,Football,15,Chase Claypool,Notre Dame Fighting Irish,2020,Panini,2020 Panini Chronicles Draft Picks - Absolute Rookies Spectrum,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-21462604-1660091419-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21462604-1660091419-back.jpg
1/25/2024,322455540,Football,CV-15,Chase Claypool,Pittsburgh Steelers,2020,Panini,2020 Panini Chronicles - Clear Vision Rookies,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322455540-front.jpg,
4/4/2024,369080182,Football,63,Chase Young,Washington Football Team,2021,Panini,2021 Panini Certified,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369080182-front.jpg,
8/12/2022,22126892,Football,64,Chase Young,Washington Football Team,2020,Panini,2020 Panini Select,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22126892-1660297425-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22126892-1660297425-back.jpg
8/8/2022,20964489,Football,117,Chase Young,Washington Redskins,2020,Panini,2020 Panini Absolute - Retail,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20964489-1659934245-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20964489-1659934245-back.jpg
3/30/2024,365640462,Basketball,45,Checklist Card 3: 31,,1997,,1997 Collector's Edge,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365640462-front.jpg,
3/30/2024,365662876,Basketball,269,Chicago Bulls,Chicago Bulls,1992,,1992-93 Hoops,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365662876-front.jpg,
2/11/2024,334904125,Baseball,NNO,Chicago Cubs,Chicago Cubs,1989,Fleer,1989 Fleer - Team Stickers,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334904125-front.jpg,
3/31/2024,365967770,Baseball,671,Chipper Jones,Atlanta Braves,1991,Score,1991 Score,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365967770-front.jpg,
8/12/2022,22155315,Baseball,671,Chipper Jones,Atlanta Braves,1991,Score,1991 Score,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22155315-1660314218-front.jpg,
4/10/2024,373277219,Basketball,BRCB,Chris Bosh,Toronto Raptors,2008,Bowman,2008-09 Bowman - Relics,MEM,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-373277219-front.jpg,https://storage.googleapis.com/collx-user-cards/232360-373277219-back.jpg
3/30/2024,365420571,Basketball,BRCB,Chris Bosh,Toronto Raptors,2008,Bowman,2008-09 Bowman - Relics,MEM,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365420571-front.jpg,https://storage.googleapis.com/collx-user-cards/232360-365420571-back.jpg
8/12/2022,22136762,Football,101,Chris Conley,Jacksonville Jaguars,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22136762-1660304932-front.jpg,
1/27/2024,324025293,Football,253,Chris Godwin,Tampa Bay Buccaneers,2020,Panini,2020 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-324025293-front.jpg,
4/4/2024,369080589,Football,UH15,Chris Godwin,Tampa Bay Buccaneers,2021,Panini,2021 Panini Absolute - Unsung Heroes,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369080589-front.jpg,
8/8/2022,20937962,Football,103,Chris Godwin,Tampa Bay Buccaneers,2021,Donruss,2021 Donruss,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20937962-1659927722-front.jpg,
3/31/2024,366033025,Football,20,Chris Johnson,Tennessee Titans,2009,Donruss,2009 Donruss Gridiron Gear - Silver X's,SN250,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366033025-front.jpg,
2/11/2024,334979918,Football,7,Chris Jones,Kansas City Chiefs,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334979918-front.jpg,
8/12/2022,22137564,Football,7,Chris Jones,Kansas City Chiefs,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22137564-1660305646-front.jpg,
8/12/2022,22137384,Football,7,Chris Jones,Kansas City Chiefs,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22137384-1660305488-front.jpg,
4/4/2024,369114835,Football,125,Chris Jones,Kansas City Chiefs,2020,Prizm,2020 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369114835-front.jpg,
3/30/2024,365885701,Baseball,208,Chris Sale,Boston Red Sox,2020,Topps,2020 Topps Archives - Red,SN75,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365885701-front.jpg,
1/21/2024,319942518,Baseball,77,Chris Sale,Chicago White Sox,2017,Donruss,2017 Donruss,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-319942518-front.jpg,
1/27/2024,323640135,Baseball,416,Chris Taylor,Los Angeles Dodgers,2020,Topps,2020 Topps - Rainbow Foil,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323640135-front.jpg,
3/30/2024,365637535,Basketball,288,Chris Webber,Washington Bullets,1996,,1996-97 Ultra,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365637535-front.jpg,
3/30/2024,365796535,Basketball,278,Chris Webber,Washington Bullets,1996,,1996-97 SkyBox Premium,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365796535-front.jpg,
2/1/2024,327445760,Basketball,384,Chris Webber,Washington Wizards,1997,,1997-98 Collector's Choice,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-327445760-front.jpg,
3/30/2024,365825185,Basketball,64,Chris Webber,Golden State Warriors,1994,,1994-95 Ultra,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365825185-front.jpg,
3/30/2024,365813238,Basketball,300,Chris Webber / Avery,Golden State Warriors,1993,,1993-94 SkyBox Premium,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365813238-front.jpg,
4/4/2024,369142848,Football,340,Christian Darrisaw,Minnesota Vikings,2021,Donruss,2021 Donruss - Press Proof Blue,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369142848-front.jpg,
4/4/2024,369115439,Football,11,Christian Kirk,Arizona Cardinals,2020,Panini,2020 Panini Mosaic,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369115439-front.jpg,
1/17/2024,316201534,Football,7,Christian McCaffrey,Carolina Panthers,2020,Panini,2020 Panini Select - White Prizm Die Cut,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-316201534-front.jpg,
8/12/2022,22060731,Football,25,Christian McCaffrey,Stanford Cardinal,2020,Panini,2020 Panini Prizm Draft Picks - Prizms Blue,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22060731-1660271876-front.jpg,
8/8/2022,21143366,Football,7,Christian McCaffrey,Carolina Panthers,2020,Select,2020 Panini Select - Blue Prizm Die Cut,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-21143366-1659998548-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21143366-1659998548-back.jpg
4/4/2024,369080410,Football,81,Christian McCaffrey,Carolina Panthers,2021,Panini,2021 Panini Certified,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369080410-front.jpg,
8/12/2022,22125182,Football,9,Christian McCaffrey,Stanford Cardinal,2017,Score,2017 Score - Big Man on Campus,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22125182-1660295654-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22125182-1660295654-back.jpg
2/1/2024,327414523,Football,55,Christian McCaffrey,Carolina Panthers,2020,Panini,2020 Panini Illusions - Retail,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-327414523-front.jpg,
4/4/2024,369065174,Football,25,Christian McCaffrey,Stanford Cardinal,2020,Panini,2020 Panini Prizm Draft Picks,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369065174-front.jpg,
1/17/2024,316068063,Football,GT-9,Christian McCaffrey,Carolina Panthers,2021,Panini,2021 Panini Certified - Gold Team,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-316068063-front.jpg,
3/31/2024,366047924,Football,SA-20,Christian McCaffrey,Carolina Panthers,2021,Panini,2021 Panini Certified - Seal of Approval,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366047924-front.jpg,
4/4/2024,369133116,Football,ST7,Christian McCaffrey,Carolina Panthers,2021,Score,2021 Score - Score Team Red,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369133116-front.jpg,
1/27/2024,323725776,Baseball,HRC-16,Christian Yelich,Milwaukee Brewers,2021,Topps,2021 Topps - Home Run Challenge (Series One),,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323725776-front.jpg,
1/27/2024,323729920,Baseball,T52-50,Christian Yelich,Milwaukee Brewers,2021,Topps,2021 Topps - 1952 Topps Redux,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323729920-front.jpg,
1/27/2024,323701532,Baseball,70YT-25,Christian Yelich,Milwaukee Brewers,2021,Topps,2021 Topps - 70 Years of Topps Baseball (Series 1),,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323701532-front.jpg,
4/4/2024,369077297,Baseball,91,Christian Yelich,Milwaukee Brewers,2021,Panini,2021 Panini Diamond Kings - Artist's Proof Blue,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369077297-front.jpg,
3/31/2024,366111785,Baseball,212,Christin Stewart,Detroit Tigers,2019,Topps,2019 Topps Gypsy Queen - Green,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366111785-front.jpg,
8/13/2022,22468665,Baseball,BFE-131,Christopher Morel,Chicago Cubs,2021,Bowman,2021 Bowman 1st Edition,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22468665-1660406684-front.jpg,
8/12/2022,22144886,Baseball,601,Chuck Knoblauch,Minnesota Twins,1992,,1992 Stadium Club,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22144886-1660309848-front.jpg,
2/11/2024,334915331,Baseball,NNO,Cincinnati Reds,Cincinnati Reds,1987,Fleer,1987 Fleer Classic Miniatures: Logo Stickers (Stars),,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334915331-front.jpg,
8/12/2022,22072393,Football,20,CJ Henderson,Florida Gators,2020,Panini,2020 Panini Chronicles Draft Picks - Crown Royale Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22072393-1660274522-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22072393-1660274522-back.jpg
1/27/2024,323955286,Baseball,BCP-53,Clarke Schmidt,New York Yankees,2020,Bowman,2020 Bowman - Chrome Prospects,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323955286-front.jpg,
8/13/2022,22468301,Baseball,BP-16,Clayton Beeter,Los Angeles Dodgers,2021,Bowman,2021 Bowman - Prospects Neon Green,SN399,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22468301-1660406579-front.jpg,
1/27/2024,323727707,Baseball,T52-40,Clayton Kershaw,Los Angeles Dodgers,2021,Topps,2021 Topps - 1952 Topps Redux,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323727707-front.jpg,
3/31/2024,366122374,Baseball,TC8,Clayton Kershaw,Los Angeles Dodgers,2018,Panini,2018 Panini Diamond Kings - Trophy Club,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366122374-front.jpg,
4/4/2024,369091821,Baseball,85,Clayton Kershaw,Los Angeles Dodgers,2013,Panini,2013 Panini Select,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369091821-front.jpg,
2/11/2024,334901688,Baseball,NNO,Cleveland Indians,Cleveland Indians,1989,Fleer,1989 Fleer - Team Stickers,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-334901688-front.jpg,
3/30/2024,365798186,Basketball,241,Cliff Robinson,Portland Trail Blazers,1991,,1991-92 SkyBox,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365798186-front.jpg,
3/30/2024,365804141,Basketball,154,Clifford Robinson,New Jersey Nets,2006,Topps,2006-07 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365804141-front.jpg,
2/1/2024,327439540,Basketball,94,Clifford Robinson,New Jersey Nets,2005,Topps,2005-06 Topps 1st Edition,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-327439540-front.jpg,
3/30/2024,365789090,Basketball,83,Clifford Robinson,Portland Trail Blazers,1994,,1994-95 SkyBox E-Motion,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365789090-front.jpg,
1/31/2024,326860282,Football,451,Clint Conlee,Ole Miss Rebels,1991,,1991 Hoby Stars of the SEC,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-326860282-front.jpg,
3/30/2024,365811317,Basketball,5,Clyde Drexler,Portland Trail Blazers,1993,Fleer,1993-94 Fleer - Clyde Drexler Career Highlights,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365811317-front.jpg,
3/30/2024,365637855,Basketball,289,Clyde Drexler,Houston Rockets,1996,,1996-97 Ultra,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365637855-front.jpg,
3/30/2024,365638135,Basketball,C3,Clyde Drexler,Houston Rockets,1995,,1995-96 SkyBox Premium - Close-Up,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365638135-front.jpg,
2/1/2024,327439384,Basketball,98,Clyde Drexler,Portland Trail Blazers,1991,Upper Deck,1991-92 Upper Deck,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-327439384-front.jpg,
2/1/2024,327438731,Basketball,212,Clyde Drexler,Portland Trail Blazers,1992,Topps,1992-93 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-327438731-front.jpg,
8/10/2022,21462845,Football,18,Clyde Edwards-Helair,LSU Tigers,2020,Donruss,2020 Panini Chronicles Draft Picks - Donruss Optic Rated Rookies Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-21462845-1660091469-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21462845-1660091469-back.jpg
4/4/2024,369081772,Football,118,Clyde Edwards-Helair,Kansas City Chiefs,2020,Panini,2020 Panini Absolute - Retail,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369081772-front.jpg,
8/8/2022,21143916,Football,328,Clyde Edwards-Helair,Kansas City Chiefs,2020,Panini,2020 Panini Prizm,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-21143916-1659998664-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21143916-1659998664-back.jpg
1/25/2024,322459970,Football,PB-5,Clyde Edwards-Helair,Kansas City Chiefs,2020,Prizm,2020 Panini Chronicles - Prizm Black,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322459970-front.jpg,
1/27/2024,323683987,Baseball,BP149,Cody Bellinger,Los Angeles Dodgers,2017,Bowman,2017 Bowman - Prospects,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323683987-front.jpg,
1/27/2024,323615462,Football,11,Cole Kmet,Notre Dame Fighting Irish,2020,Panini,2020 Panini Chronicles Draft Picks - Phoenix Draft Picks Blue,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323615462-front.jpg,
3/31/2024,366033232,Football,119,Cole Kmet,Chicago Bears,2020,Panini,2020 Panini Absolute,"RC, SN199",RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366033232-front.jpg,
1/27/2024,323558230,Football,74,Cole Kmet,Chicago Bears,2020,Select,2020 Panini Select - Silver Prizm,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323558230-front.jpg,
3/31/2024,365992975,Football,74,Cole Kmet,Chicago Bears,2020,Prizm,2020 Panini Select - Purple Prizm Die Cut,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365992975-front.jpg,
8/12/2022,22118519,Football,74,Cole Kmet,Chicago Bears,2020,Prizm,2020 Panini Select - Purple Prizm Die Cut,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22118519-1660290555-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22118519-1660290555-back.jpg
3/31/2024,366057952,Football,305,Cole Kmet,Chicago Bears,2020,Prizm,2020 Panini - Prizm - Prizm,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366057952-front.jpg,
8/10/2022,21468159,Football,11,Cole Kmet,Notre Dame Fighting Irish,2020,Panini,2020 Panini Chronicles Draft Picks - Phoenix Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-21468159-1660092581-front.jpg,
8/8/2022,21143693,Football,181,Cole Kmet,Chicago Bears,2020,Optic,2020 Donruss Optic - Blue Scope,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-21143693-1659998624-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21143693-1659998624-back.jpg
8/8/2022,20895118,Football,74,Cole Kmet,Chicago Bears,2020,Panini,2020 Panini Select - Blue Prizm Die Cut,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-20895118-1659918459-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20895118-1659918459-back.jpg
1/27/2024,323702636,Baseball,73,Colorado Rockies,Colorado Rockies,2021,Topps,2021 Topps - Rainbow Foil,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323702636-front.jpg,
4/4/2024,369149810,Baseball,59,Connor Seabold,Boston Red Sox,2022,Donruss,2022 Donruss,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369149810-front.jpg,
1/21/2024,319948260,Football,32,Cooper Kupp,Los Angeles Rams,2019,Panini,2019 Panini Illusions - Retail,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-319948260-front.jpg,
1/25/2024,322462950,Football,90,Cooper Kupp,Los Angeles Rams,2020,Donruss,2020 Donruss Elite,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322462950-front.jpg,
4/4/2024,369139735,Football,ST15,Cooper Kupp,Los Angeles Rams,2021,Score,2021 Score - Score Team,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369139735-front.jpg,
8/13/2022,22468323,Baseball,BFE-142,Corbin Carroll,Arizona Diamondbacks,2021,Bowman,2021 Bowman 1st Edition,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22468323-1660406589-front.jpg,
4/4/2024,369342747,Baseball,BCP-142,Corbin Carroll,Arizona Diamondbacks,2021,Bowman,2021 Bowman - Chrome Prospects Mojo Refractor,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369342747-front.jpg,
1/27/2024,323694615,Baseball,BCP-142,Corbin Carroll,Arizona Diamondbacks,2021,Bowman,2021 Bowman - Chrome Prospects Mojo Refractor,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323694615-front.jpg,https://storage.googleapis.com/collx-user-cards/232360-323694615-back.jpg
1/27/2024,323693596,Baseball,BCP-142,Corbin Carroll,Arizona Diamondbacks,2021,Bowman,2021 Bowman - Chrome Prospects Mojo Refractor,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323693596-front.jpg,https://storage.googleapis.com/collx-user-cards/232360-323693596-back.jpg
3/30/2024,365834375,Basketball,117,Corey Brewer,Minnesota Timberwolves,2007,Topps,2007-08 Topps,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365834375-front.jpg,
3/30/2024,365834500,Basketball,7,Corey Brewer,Minnesota Timberwolves,2007,Topps,2007-08 Topps: Rookie Set,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365834500-front.jpg,
3/30/2024,365756295,Basketball,7,Corey Brewer,Minnesota Timberwolves,2007,Topps,2007-08 Topps: Rookie Set,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365756295-front.jpg,
8/22/2022,25001715,Football,119,Corey Fuller,Detroit Lions,2013,Panini,2013 Panini Prominence,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-25001715-1661139724-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-25001715-1661139724-back.jpg
3/31/2024,366120608,Baseball,66,Corey Kluber,Cleveland Indians,2018,Panini,2018 Panini Diamond Kings,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366120608-front.jpg,
8/12/2022,22149347,Football,230,Cornelius Bennett,Buffalo Bills,1988,Topps,1988 Topps,RC,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22149347-1660311703-front.jpg,
4/4/2024,369079982,Football,38,Courtland Sutton,Denver Broncos,2021,Panini,2021 Panini Certified,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369079982-front.jpg,
8/14/2022,22872381,Football,18,Courtland Sutton,SMU Mustangs,2020,Prizm,2020 Panini Prizm Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22872381-1660512647-front.jpg,
8/14/2022,22868429,Football,18,Courtland Sutton,SMU Mustangs,2020,Prizm,2020 Panini Prizm Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22868429-1660511798-front.jpg,
8/12/2022,22059495,Football,18,Courtland Sutton,SMU Mustangs,2020,Prizm,2020 Panini Prizm Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22059495-1660271608-front.jpg,
8/12/2022,22149761,Baseball,499,Craig Biggio,Houston Astros,1991,Fleer,1991 Fleer,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22149761-1660311902-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22149761-1660311902-back.jpg
3/31/2024,366024025,Baseball,223,Craig Biggio,Houston Astros,1993,Leaf,1993 Leaf,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366024025-front.jpg,
3/31/2024,366023933,Baseball,312,Craig Biggio,Houston Astros,1994,Upper Deck,1994 Upper Deck,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-366023933-front.jpg,
1/27/2024,323679722,Baseball,188,Craig Biggio,Houston Astros,2002,Topps,2002 Topps - Home Team Advantage,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-323679722-front.jpg,
4/4/2024,369157420,Football,284,Cris Carter,Minnesota Vikings,1993,Topps,1993 Topps,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369157420-front.jpg,
8/12/2022,22094019,Football,323,Cris Carter,Minnesota Vikings,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22094019-1660279930-front.jpg,
8/12/2022,22098197,Football,80,Cris Carter,Minnesota Vikings,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22098197-1660281167-front.jpg,
1/28/2024,325157447,Football,TC2,Cris Carter / Randy ,Minnesota Vikings,2000,Topps,2000 Topps - Combos,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325157447-front.jpg,
8/12/2022,22088246,Football,TC2,Cris Carter / Randy ,Minnesota Vikings,2000,Topps,2000 Topps - Combos,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22088246-1660278418-front.jpg,
1/25/2024,322468432,Baseball,74,Cristian Javier,Houston Astros,2021,Topps,2021 Topps Fire,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322468432-front.jpg,
4/4/2024,369090984,Baseball,85,Cristian Javier,Houston Astros,2021,Select,2021 Panini Select,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369090984-front.jpg,
1/25/2024,322316927,Baseball,144,Cristian Pache,Atlanta Braves,2021,Prizm,2021 Panini Prizm - Blue Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322316927-front.jpg,
1/25/2024,322467896,Baseball,83,Cristian Pache,Atlanta Braves,2021,Topps,2021 Topps Fire,RC,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322467896-front.jpg,
1/25/2024,322497042,Baseball,BP-5,Cristian Pache,Atlanta Braves,2020,Bowman,2020 Bowman - Prospects,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-322497042-front.jpg,
8/12/2022,22136212,Football,159,Curtis Martin,New York Jets,2020,Prizm,2020 Panini Mosaic - Prizm Green,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22136212-1660304549-front.jpg,
8/12/2022,22093188,Football,90,Curtis Martin,New York Jets,2000,Topps,2000 Topps,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22093188-1660279680-front.jpg,
8/12/2022,22139268,Football,68,Curtis Martin,New York Jets,2006,,2006 Playoff Contenders,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22139268-1660306800-front.jpg,
1/21/2024,319958564,Multi-sport,291543,Curtis Strange,,1982,,1982-92 Nike Poster Cards,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-319958564-front.jpg,
3/30/2024,365854049,Basketball,21,Cuttino Mobley,Houston Rockets,1999,Upper Deck,1999-00 Upper Deck Ovation,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365854049-front.jpg,
8/12/2022,22057724,Football,241,Cyrus Jones,Alabama Crimson Tide,2016,Panini,2016 Panini Prizm Collegiate Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22057724-1660271260-front.jpg,
1/29/2024,325479562,Basketball,161,D.J. Augustin,Orlando Magic,2020,Prizm,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325479562-front.jpg,
1/29/2024,325479262,Basketball,161,D.J. Augustin,Orlando Magic,2020,Prizm,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325479262-front.jpg,
1/29/2024,325479031,Basketball,161,D.J. Augustin,Orlando Magic,2020,Prizm,2020-21 Panini Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-325479031-front.jpg,
4/4/2024,369145472,Football,187,Dak Prescott,Dallas Cowboys,2021,Donruss,2021 Donruss,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369145472-front.jpg,
4/4/2024,369145104,Football,187,Dak Prescott,Dallas Cowboys,2021,Donruss,2021 Donruss,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369145104-front.jpg,
8/10/2022,21469784,Football,24,Dak Prescott,Mississippi State Bulldogs,2020,Panini,2020 Panini Prizm Draft Picks,,RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-21469784-1660092927-front.jpg,
4/4/2024,369117771,Football,49,Dak Prescott,Dallas Cowboys,2021,Panini,2021 Panini Absolute - Retail,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369117771-front.jpg,
3/30/2024,365805716,Basketball,46,Dale Ellis,San Antonio Spurs,1993,Upper Deck,1993-94 Upper Deck Special Edition,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-365805716-front.jpg,
4/4/2024,369092992,Baseball,78,Dallas Keuchel,Chicago White Sox,2020,Panini,2020 Panini Prizm - White Wave Prizm,,RAW,,,https://storage.googleapis.com/collx-user-cards/232360-369092992-front.jpg,
8/12/2022,22068647,Football,181,Dalton Keene,New England Patriots,2020,Panini,2020 Panini Rookies & Stars - Rookies Longevity Signatures True Blue,"AU, RC, SN75",RAW,,,https://storage.googleapis.com/collx-media/user_cards/232360-22068647-1660273656-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-22068647-1660273656-back.jpg
